Sunshine,Humidity,Pressure,Cloud,Target,Predict
11.8,37.0,1011.55,1.0,0,0
,53.0,1022.6999999999999,,0,0
,75.0,1020.2,,1,0
,80.0,1028.5,,0,0
,34.0,,,0,0
,74.0,,3.0,0,0
,,,2.5,0,0
5.5,77.0,1005.0,5.0,0,0
,76.5,997.75,,1,0
,67.0,1021.8499999999999,,0,0
,42.0,,0.0,1,0
,82.0,1014.25,8.0,1,1
,48.0,1005.55,,0,0
10.0,53.5,1017.2,1.0,0,0
,79.0,1031.15,,0,0
,48.5,1018.4,2.0,0,0
,51.5,1016.55,,0,0
,65.5,1003.8,,0,0
,62.5,1027.1,,0,0
,,,,1,0
12.0,61.0,1023.8,2.0,0,0
,55.5,1027.9,,0,0
,43.0,,0.5,0,0
,77.0,,5.0,1,0
,99.5,1023.45,,0,1
,70.0,,5.0,0,0
9.3,55.5,1024.25,3.0,0,0
,68.0,1017.8,1.0,1,0
,58.0,,,0,0
,85.0,1025.7,,0,0
,64.0,1020.4,,0,0
10.7,37.0,1020.0999999999999,1.5,0,0
,66.5,1020.35,,0,0
,49.5,1018.95,6.5,0,0
0.0,80.0,1023.8,8.0,1,1
3.8,80.0,1007.3499999999999,6.5,0,1
,59.5,1017.35,,0,0
,74.5,1021.4000000000001,,0,0
,42.5,1017.8,,0,0
,94.5,,,1,1
,74.0,1014.6,7.5,0,1
3.6,65.0,1018.55,7.0,0,0
11.0,49.0,1016.25,2.5,1,0
,65.0,1010.95,,0,0
7.6,31.5,1019.35,6.5,0,0
,78.0,1025.6,,0,0
9.5,62.0,1012.2,4.5,0,0
,,1021.8499999999999,,0,0
,72.5,1019.2,,0,0
,36.0,1019.7,,0,0
,55.0,1010.3499999999999,,0,0
,86.0,1010.25,,0,1
8.8,71.5,1017.8499999999999,3.0,0,0
,94.0,1029.45,,1,1
,81.5,1015.0,8.0,0,1
,67.0,1013.75,,0,0
,81.0,1033.8,,0,0
,71.0,1016.5,,0,0
,92.0,1018.75,7.0,1,1
,38.5,1008.55,,0,0
,82.0,,7.0,1,0
,71.5,1024.1,,0,0
3.9,40.0,1014.2,7.0,0,0
,39.5,1010.9000000000001,,0,0
,47.5,1008.15,,0,0
,56.5,1018.5,,1,0
,73.0,1015.4,,0,0
9.3,50.0,1022.1500000000001,2.0,0,0
,35.0,1012.8,,0,0
,72.5,1012.6,,1,0
,42.5,1014.0,7.5,1,0
10.4,52.0,1020.95,3.0,0,0
,,,,0,0
11.3,41.0,1023.5,2.5,0,0
,44.5,1023.15,,0,0
3.1,80.5,1015.85,8.0,1,1
,50.0,1019.5999999999999,,0,0
,50.0,1016.35,8.0,0,0
,24.0,1010.1,6.5,1,0
,50.5,,,0,0
11.3,43.5,1026.6,0.5,0,0
,,,,0,0
,70.0,1013.3,,0,0
,76.5,1013.0999999999999,7.5,1,1
,74.0,1036.7,,0,0
,93.5,1017.7,,1,1
,62.5,1023.4000000000001,,1,0
,26.5,1013.3499999999999,1.0,0,0
,51.5,1012.1500000000001,,0,0
,85.0,1027.6999999999998,,0,0
,84.0,1013.1500000000001,,1,1
6.3,78.5,1015.4,5.0,0,0
,88.5,,7.0,1,1
,83.0,1011.65,5.0,1,1
,74.0,1014.35,,0,0
,78.0,,7.5,1,1
,93.0,1018.8,,1,1
10.3,48.5,1018.6,1.5,0,0
,,,,0,0
,68.5,,,1,0
11.5,68.0,1018.7,2.5,0,0
,55.0,1025.35,,0,0
,70.0,1011.2,,1,0
7.7,70.5,1028.95,5.5,0,0
0.8,23.5,1008.9,3.5,0,0
3.4,85.0,1022.1,7.0,1,1
0.0,93.5,1015.65,8.0,1,1
,57.5,1013.9,,0,0
,84.5,1003.0999999999999,,0,1
,24.0,1018.2,0.0,0,0
8.5,46.5,1003.8,4.5,0,0
10.4,68.0,1008.1500000000001,1.0,0,0
,46.5,1013.25,,0,0
,70.5,1012.3,8.0,1,1
9.4,41.5,1027.0,3.0,0,0
2.8,69.5,1019.2,6.5,1,0
,42.5,1015.25,2.0,0,0
,56.5,,4.0,0,0
8.4,55.5,1022.45,6.5,0,0
3.0,80.5,1013.45,7.0,1,1
,59.5,,,0,0
,59.5,1025.2,,0,0
,61.0,1010.35,,0,0
,,,,0,0
,84.5,1011.8,,1,1
,27.0,1011.6,,0,0
9.2,52.0,1026.15,3.0,0,0
,44.0,1014.45,,0,0
,71.0,1012.1,,0,0
,33.5,1017.35,6.5,0,0
,67.5,1018.0,,0,0
,95.5,1011.2,,1,1
,46.5,1006.75,2.0,0,0
,,1018.75,,1,0
,36.0,1017.2,,0,0
,65.0,1010.85,,0,0
,61.5,,6.0,0,0
6.5,55.5,1015.9,7.0,1,0
,59.5,1019.95,,0,0
,59.5,1022.0,,0,0
7.9,33.5,1015.8,4.5,0,0
,28.0,1006.5,2.0,0,0
,9.5,1011.0999999999999,3.0,0,0
12.9,42.5,1013.9000000000001,2.5,0,0
,87.5,1011.1,,1,1
,51.0,,,0,0
,69.5,1018.6,5.5,0,0
,53.0,1015.2,,0,0
,38.0,1011.7,,0,0
,53.5,1019.6500000000001,7.0,0,0
,33.5,1018.3499999999999,5.0,0,0
,,,,0,0
1.0,76.5,1021.05,7.0,0,1
,60.5,1018.2,5.5,0,0
,75.5,,1.0,0,0
9.0,56.5,1012.0,2.5,1,0
0.4,46.0,1018.8,7.0,0,0
,87.0,1012.75,,1,1
,59.5,1018.5,0.5,0,0
10.1,43.5,1020.2,1.0,0,0
,49.0,,0.5,0,0
,64.0,,0.0,0,0
12.7,40.5,1012.3,3.0,0,0
0.2,80.0,1012.3,8.0,1,1
,70.5,,2.5,0,0
,64.0,,,0,0
,55.5,1017.9,,0,0
1.8,80.5,1016.6500000000001,7.0,1,1
,80.0,,6.5,0,0
,66.0,1013.15,,0,0
,75.5,,3.0,0,0
,,,,0,0
,90.5,1013.55,,0,1
,,,,0,0
,70.0,1026.75,,0,0
,52.0,1016.95,,0,0
,85.5,1031.35,7.0,0,0
,62.5,1020.2,5.5,0,0
,54.5,1025.35,,0,0
6.4,87.0,1011.75,7.0,1,1
1.7,75.5,1011.1,7.0,1,1
,71.5,1012.8,1.0,0,0
11.2,37.5,1008.75,3.0,0,0
13.0,35.0,1010.8499999999999,1.0,0,0
,82.0,1021.7,,1,0
,68.5,,6.0,0,0
,56.0,,,0,0
,50.5,1014.65,,0,0
,59.5,1007.4,,0,0
,66.5,1029.1,,0,0
,82.5,,6.5,1,0
8.7,81.5,1013.6,4.0,0,0
,63.5,1011.0,,1,0
,61.0,1017.35,,0,0
,73.5,,6.0,0,0
,66.5,1020.1500000000001,,0,0
9.8,49.5,1024.65,2.0,0,0
8.3,71.0,1012.6,7.0,0,1
9.8,41.5,1019.0,1.0,0,0
,78.0,1023.0999999999999,,0,0
,53.0,,4.5,1,0
,76.0,1024.25,,1,0
,72.5,1019.1500000000001,,1,0
,63.0,,4.5,0,0
,61.0,1020.7,,0,0
,42.5,1013.9,,0,0
,76.5,,4.0,1,0
,34.5,1011.95,,0,0
,70.0,1014.05,,0,0
,79.5,1030.5,,0,0
11.4,27.5,1018.25,0.5,0,0
,70.5,1017.95,,0,0
3.0,56.5,1006.2,6.5,0,0
,60.5,1013.0,2.0,0,0
,64.5,1011.95,,0,0
7.1,67.0,1023.6,7.0,1,0
,80.5,,1.5,0,0
7.8,71.5,1016.2,4.0,1,0
7.4,75.5,1025.2,4.5,1,0
,51.0,1011.0,,0,0
,64.5,1016.9,,0,0
,47.0,1006.85,,0,0
,52.0,1021.9,,0,0
,35.0,1015.25,,0,0
,23.0,1026.6,3.5,0,0
,85.5,1010.6,,0,1
,67.5,,4.5,0,0
,,,,1,0
,72.5,,4.0,0,0
9.7,40.5,1010.95,0.5,0,0
2.6,80.5,1008.4,7.5,1,1
,33.0,1014.95,1.5,0,0
,44.0,1023.25,,0,0
,49.0,,,0,0
,67.5,1011.2,,0,0
3.4,71.0,1010.2,7.0,1,1
,59.5,,6.0,0,0
,76.5,,,1,0
,37.0,1018.05,6.5,0,0
,52.5,1022.1999999999999,,1,0
,78.0,1022.0,,0,0
,52.5,1025.5500000000002,6.5,0,0
,70.5,1021.0999999999999,,0,0
,73.5,1025.95,,0,0
7.2,44.0,1020.0,3.5,0,0
10.3,32.5,1013.3499999999999,4.5,0,0
11.3,31.5,1019.85,0.5,0,0
,37.5,1012.55,2.0,0,0
,67.0,,2.0,0,0
,,1019.95,,0,0
,59.0,1007.4000000000001,1.5,0,0
,36.5,1012.55,,0,0
,65.0,1018.6500000000001,,0,0
,55.0,,3.5,0,0
4.3,78.0,1021.65,7.5,0,1
,40.0,1008.55,,0,0
,84.5,1018.65,,0,0
,94.0,1006.5,,1,1
,89.0,,8.0,1,1
10.5,43.5,1022.85,0.0,0,0
,,,,0,0
,75.5,1017.05,,0,0
,88.0,1019.0,7.0,1,1
,96.0,1017.5,,0,1
,79.0,1016.8,1.5,0,0
,64.0,1021.3,,0,0
,91.0,1010.2,,1,1
1.5,54.5,1023.3499999999999,7.0,0,0
,60.0,,,0,0
11.2,51.5,1023.0,0.5,0,0
,51.5,1015.5999999999999,4.0,0,0
9.9,66.0,1018.1,3.5,0,0
,15.0,1007.8,,0,0
,74.5,,5.5,0,0
,60.0,1020.15,,0,0
,49.0,1026.1999999999998,0.0,0,0
,56.0,1020.8,,0,0
,56.5,1009.1500000000001,,0,0
,43.5,1020.3499999999999,,0,0
,85.5,1022.4000000000001,,1,0
,67.5,1005.3499999999999,8.0,1,1
0.1,84.5,1016.55,7.0,1,1
,29.5,1006.2,,0,0
,78.0,1028.8000000000002,,1,0
10.2,41.5,1011.5999999999999,3.5,1,0
,66.5,,,0,0
,89.0,,7.0,1,1
8.1,85.0,1004.0,4.5,0,1
12.6,41.5,1017.3499999999999,1.0,0,0
,60.0,1010.45,7.5,0,0
,90.5,,6.0,1,1
2.7,67.0,1021.3499999999999,7.0,0,0
,71.0,,4.5,0,0
,83.5,1031.8,,1,0
,48.5,1009.35,2.0,0,0
10.3,55.0,1024.1,5.0,0,0
,55.5,,2.5,0,0
0.7,73.0,1009.2,4.0,0,0
,44.5,1010.0,,0,0
,52.5,1010.85,,0,0
,53.0,1028.4499999999998,,0,0
,68.5,1007.35,,0,0
8.6,75.0,1007.35,4.0,1,0
,50.0,1023.5,,0,0
,72.5,,,0,0
,48.5,1009.5,,0,0
,79.5,1025.8,2.5,0,0
,66.0,1017.25,6.5,0,0
11.5,16.0,1017.4,0.0,0,0
,46.0,1013.0,,0,0
,43.5,1018.95,,0,0
,56.5,,2.0,0,0
,82.0,,6.5,0,0
0.2,71.5,1027.6,7.0,0,1
,64.0,1030.3,,0,0
,70.0,1019.55,,1,0
,66.5,1016.1,,0,0
,,1015.15,,0,0
8.7,35.5,1019.75,2.0,0,0
1.4,79.0,1015.8,7.5,1,1
,80.5,1016.7,,0,0
10.7,34.0,1015.8,3.5,0,0
,45.0,1020.1,2.5,0,0
,82.0,1018.05,,0,0
,38.5,1018.1,,0,0
,38.0,1025.25,0.0,0,0
,34.5,1018.0,,0,0
,95.0,1016.8499999999999,,1,1
,70.0,1019.85,,0,0
,68.0,1011.75,,1,0
,56.5,1011.4000000000001,,0,0
1.1,87.0,1026.95,8.0,0,1
0.0,94.5,1024.85,8.0,1,1
,81.0,1016.25,,0,0
2.9,71.0,1024.3,4.5,0,0
,55.0,1019.6,,0,0
,49.5,1019.15,3.5,0,0
,71.5,1013.5,,0,0
,66.5,,5.0,0,0
,46.0,,,0,0
,82.5,1018.25,,0,0
,73.0,1021.7,,0,0
10.1,47.5,1030.4,0.0,0,0
,67.0,1010.55,,0,0
,94.0,1010.05,8.0,1,1
,,,,1,0
,69.0,1035.4,,0,0
,64.5,1009.9000000000001,,0,0
,51.5,1009.2,,0,0
10.7,44.5,1015.3,2.5,0,0
,,1007.8,,1,0
,41.5,1021.1500000000001,,0,0
6.4,24.0,1011.4000000000001,6.0,0,0
,60.0,1002.55,,1,0
,74.0,1032.85,,0,0
,,,,1,0
,79.0,1013.05,8.0,0,1
,55.5,1019.2,4.0,0,0
,73.0,1020.45,,0,0
,68.5,1020.0999999999999,8.0,0,0
,63.5,1024.15,,0,0
,63.0,,0.5,1,0
,69.0,1012.7,7.5,1,1
,70.0,1011.55,7.5,1,1
,80.5,,7.0,1,0
,71.0,1026.85,4.5,0,0
9.6,57.5,1019.55,2.0,0,0
10.8,64.0,1012.3,5.0,1,0
,47.5,1013.1,,0,0
,,,,0,0
,59.5,1010.8499999999999,,1,0
,73.5,1019.0,,0,0
10.4,59.0,1020.75,2.0,0,0
,96.5,,8.0,1,1
,72.5,1016.65,7.0,1,1
,43.0,1013.85,1.5,0,0
,,,,0,0
,37.0,1008.75,1.0,0,0
,85.5,998.1500000000001,,1,1
,100.0,1014.0,,1,1
,36.5,1014.5,,0,0
,68.5,1021.9,,0,0
11.0,34.0,1020.15,2.5,1,0
,85.5,1012.6,,0,1
,82.5,1013.8,7.5,1,1
,61.0,1029.85,0.5,0,0
,46.5,1008.0,3.5,0,0
,66.5,,1.0,0,0
,58.0,,0.0,0,0
10.2,56.0,1023.3,0.5,0,0
,92.0,1019.0999999999999,5.5,1,1
,69.0,1024.3,,0,0
9.0,57.0,1019.45,3.0,0,0
3.6,51.0,1019.5,7.0,0,0
,17.5,1016.6,1.0,0,0
,48.5,1012.9,0.0,0,0
,70.0,1021.35,,1,0
,51.5,1022.8499999999999,0.5,0,0
,54.0,1013.3,,0,0
12.1,62.5,1017.6,2.0,0,0
,52.0,1021.65,,0,0
,61.0,1012.0,7.0,1,0
2.5,61.5,1013.45,7.5,0,0
,70.5,1024.5,,0,0
9.3,25.5,1020.9000000000001,0.5,0,0
7.8,66.5,1011.6500000000001,4.0,0,0
,,,7.0,0,0
,74.0,,7.0,0,0
,52.0,1006.35,,0,0
,77.0,,,1,0
,55.5,1011.75,,0,0
,86.0,1004.45,8.0,1,1
6.0,84.5,1007.3499999999999,7.0,0,1
,82.0,1016.0,,1,0
,,,,0,0
9.8,37.0,1014.25,4.0,0,0
,45.5,1022.75,0.0,0,0
,64.0,1018.6,,0,0
,57.5,,0.5,0,0
5.4,85.5,1016.45,6.0,1,1
,78.0,1035.15,8.0,1,0
,38.0,1015.6500000000001,7.0,0,0
,87.5,1018.95,8.0,1,1
,45.5,1019.2,5.0,0,0
,74.5,1018.75,,0,0
9.7,61.0,1021.1,2.0,0,0
13.0,35.5,1014.7,5.5,0,0
,19.0,1014.85,1.0,0,0
3.6,82.5,1029.5,6.0,1,0
10.7,44.0,1019.0,2.5,0,0
,74.5,,4.5,0,0
,40.0,1013.8,,0,0
,68.0,1015.8,6.5,1,0
,,,,0,0
,66.0,1029.35,,0,0
,78.0,1028.15,,1,0
,65.5,1022.0,,0,0
,83.0,1028.0,,0,0
8.1,47.5,1024.55,4.0,0,0
,80.5,1019.6,7.5,1,1
,51.5,1021.0,2.0,0,0
,51.5,1020.4000000000001,,0,0
,79.5,,2.5,0,0
6.5,64.0,1014.85,5.0,0,0
,94.5,1036.45,,1,1
0.2,88.0,1017.15,8.0,1,1
,65.0,1021.45,1.5,0,0
,94.0,1020.9,,1,1
5.8,58.5,1014.6,5.5,0,0
,63.5,1024.1,,0,0
,71.0,1016.55,,0,0
,65.5,1025.15,,0,0
,35.0,1010.45,,0,0
1.1,79.0,1015.0,7.5,0,1
,61.0,1016.0,6.0,0,0
,81.0,1020.7,,0,0
,,,,0,0
,86.5,1021.8499999999999,,0,1
,52.5,,,0,0
,88.0,,7.0,0,1
,46.0,1013.0,7.0,1,0
,48.0,1017.0,,0,0
,,,,0,0
,,1013.35,4.5,0,0
,49.5,1014.35,6.0,0,0
,67.5,1011.0999999999999,,0,0
,69.5,1037.15,,0,0
,55.5,1023.3000000000001,,0,0
,51.5,1013.0999999999999,0.5,0,0
,10.0,1010.95,2.0,0,0
12.9,29.0,1009.95,1.0,0,0
8.5,61.5,1019.1500000000001,6.5,0,0
,68.0,1008.3,,0,0
,82.0,,7.0,1,0
,73.0,1017.6,8.0,0,1
,96.0,1030.45,,1,1
,36.5,,,0,0
,58.5,1031.6,6.0,0,0
12.2,61.5,1015.5,5.0,1,0
8.9,28.0,1012.3,5.5,0,0
,46.0,1016.05,1.0,0,0
,28.5,1016.9,2.5,0,0
,63.0,1017.2,7.5,0,0
,48.0,1014.0,,0,0
0.4,74.0,1020.7,7.5,1,0
,81.5,1016.05,,0,0
,69.5,,6.5,0,0
,71.5,,,0,0
,83.5,1016.2,7.5,1,1
,86.0,1015.5,5.5,0,1
,33.5,1011.75,,0,0
,30.5,1014.25,5.0,0,0
,62.0,1018.8499999999999,,0,0
0.1,74.0,1024.4,7.5,1,1
,93.0,1018.35,,1,1
11.0,40.5,1019.9,0.0,0,0
,44.5,1009.6500000000001,,0,0
,54.5,1017.2,,0,0
,42.0,1025.0,0.5,0,0
3.0,69.5,1013.25,7.0,1,1
,65.0,1025.5,,0,0
11.3,20.5,1012.9000000000001,0.5,0,0
,43.0,1013.85,,0,0
7.7,69.0,1015.45,5.5,0,0
,,,,0,0
,35.0,1012.15,,0,0
9.0,48.5,1017.6500000000001,3.5,0,0
,82.5,1013.75,,1,0
12.1,71.0,1008.95,2.0,0,0
,77.5,,3.5,0,0
,62.5,,1.0,1,0
8.5,69.0,1013.4000000000001,6.5,0,0
,71.5,,2.5,0,0
,48.0,1011.9,,0,0
,53.5,,2.5,0,0
,60.0,,1.0,0,0
11.4,25.0,1022.5,0.5,0,0
,54.5,1012.2,0.5,0,0
,,,,0,0
,77.5,,4.5,0,0
,36.0,1014.0,,0,0
,68.5,,1.5,0,0
,54.5,1018.1,,0,0
,56.0,1020.05,,0,0
,78.5,,6.5,1,0
10.3,56.0,1017.8,3.5,0,0
,67.0,1020.95,,0,0
,66.0,1021.25,,0,0
,48.0,1013.35,,1,0
,46.0,,0.5,0,0
,65.0,,,0,0
,19.5,1005.2,,0,0
,,,,1,0
13.4,33.0,1012.85,3.5,0,0
,39.5,1010.95,,0,0
0.2,94.0,1014.9,8.0,1,1
,59.5,1019.45,,0,0
,68.0,1020.75,,1,0
9.4,86.5,1002.3,6.0,0,1
,63.5,,,0,0
,,1006.85,4.5,1,0
11.6,48.0,1015.0,1.0,0,0
,44.5,1026.25,,0,0
,66.0,1022.25,,0,0
,79.5,,6.0,1,0
,66.0,1020.75,,0,0
9.0,17.0,1008.9,4.0,0,0
,61.0,1014.9000000000001,1.5,0,0
,45.0,1018.1500000000001,,0,0
,100.0,1019.5,,1,1
,59.0,1016.45,,0,0
11.3,27.5,1015.25,1.0,0,0
,81.5,1018.65,,0,0
,32.5,1017.0999999999999,7.0,0,0
,68.0,1019.95,,0,0
,76.0,1011.45,4.0,1,0
,86.0,1020.15,,0,1
6.4,76.0,1017.25,5.5,0,1
12.5,19.5,1019.9,0.5,0,0
,79.0,1020.8,8.0,1,1
12.0,8.5,1008.25,1.0,0,0
,87.0,1028.1,8.0,0,0
,57.5,,0.5,0,0
,75.5,1022.3,,0,0
,58.5,1014.8499999999999,,1,0
,59.5,1015.95,,0,0
,63.0,1020.0,0.5,0,0
,43.0,1013.15,,0,0
,64.5,,1.5,0,0
,43.0,1026.95,0.0,0,0
,61.5,1013.15,,1,0
,57.5,1023.1,,0,0
,82.0,1011.25,,0,0
,67.0,1023.0999999999999,4.5,0,0
,60.5,,0.0,0,0
,57.0,1013.55,,0,0
,57.0,1017.3,6.0,0,0
,48.5,1011.05,,0,0
9.8,51.5,1005.55,0.0,0,0
,45.5,1019.1,,0,0
,33.5,1022.2,,0,0
,67.0,1009.5,5.5,0,0
,47.0,1013.1,7.5,1,0
,58.5,1006.3,,1,0
0.0,78.5,1002.4,7.0,1,1
,82.5,1024.85,,0,0
10.5,37.0,1030.75,0.5,0,0
,67.0,,2.5,0,0
0.1,39.0,1014.5,8.0,0,0
,76.0,1015.1500000000001,8.0,1,1
,66.5,1017.95,,0,0
,,,,1,0
,78.0,1030.1999999999998,7.5,0,0
,43.5,1020.7,,0,0
,26.5,1023.9,0.0,0,0
,58.5,1017.35,,0,0
,44.5,1018.7,,0,0
,54.0,1006.3,5.0,0,0
,58.5,1016.8,,1,0
,50.5,1021.7,,0,0
,28.5,1024.85,5.0,1,0
10.0,66.5,1010.8,2.0,0,0
8.9,59.0,1030.1,7.0,0,0
,54.5,1020.65,,0,0
,64.5,,2.0,1,0
,40.0,1018.9,1.0,0,0
,82.5,1006.1,,0,0
,88.0,,6.5,0,1
,48.0,1017.5,,0,0
,51.5,1008.3,,0,0
10.3,46.0,1026.1,0.0,0,0
,61.0,1029.45,,0,0
,89.5,1022.65,,1,1
,46.0,1017.6,,0,0
8.2,33.0,1011.75,4.0,1,0
,38.5,1016.25,6.5,0,0
11.3,32.0,1015.8499999999999,1.5,0,0
,94.0,1013.95,,1,1
,38.0,1008.6,2.0,0,0
,85.0,1018.45,,0,1
,44.5,1010.4,,0,0
1.8,41.0,1020.15,7.0,0,0
,75.0,1034.4,,0,0
12.3,39.5,1015.8,0.5,0,0
,67.0,1002.3499999999999,,1,0
,46.5,1024.75,6.5,0,0
2.0,75.5,1023.6,7.0,1,1
,53.5,1016.95,,0,0
,65.5,1011.2,5.5,0,0
,61.0,1022.9499999999999,,0,0
,62.0,1006.4000000000001,7.0,1,0
10.4,60.0,1023.2,1.5,0,0
,16.0,1016.55,,0,0
,77.0,,3.5,0,0
,71.0,,4.0,0,0
,,1006.3,8.0,1,0
,73.0,1026.4499999999998,,0,0
,45.0,1013.9,,0,0
,76.5,1028.0,,0,0
0.0,83.0,1017.95,7.5,1,1
3.5,76.0,1009.6,7.0,1,1
,58.5,1008.7,8.0,1,0
,36.0,1010.9000000000001,,0,0
,61.5,1017.7,1.5,0,0
,84.0,1011.25,7.5,1,1
,53.0,1016.55,,0,0
3.9,78.0,1020.55,6.0,0,0
,97.0,1018.9,,1,1
,68.5,1021.05,,0,0
,,,,1,0
,67.0,1025.3,,0,0
,58.5,1023.1500000000001,,0,0
,42.5,1009.0,7.0,0,0
,81.0,1005.85,,0,0
,55.5,1016.25,,0,0
,71.0,1021.75,,0,0
9.1,74.5,1019.05,4.0,0,0
,31.5,1020.95,3.5,0,0
,14.5,1013.0,1.5,0,0
7.7,62.0,1026.8,1.5,0,0
,53.5,,,0,0
,91.0,1025.8,7.5,0,1
,84.0,,6.0,0,0
,34.5,1011.9000000000001,2.0,0,0
,56.5,1013.4,,0,0
,71.5,1019.55,,0,0
,63.0,1028.4,,0,0
,49.0,1014.65,,0,0
,69.5,1014.5999999999999,,1,0
10.0,37.0,1028.1,1.0,0,0
12.0,46.5,1021.4,0.5,0,0
3.3,35.0,1008.25,6.0,1,0
11.5,73.5,1018.7,4.0,0,0
9.5,61.0,1016.2,0.5,0,0
0.5,84.5,1014.2,8.0,1,1
,24.0,1012.0999999999999,,0,0
,76.0,1025.6,,0,0
,57.5,1015.3,1.5,0,0
,14.5,1016.4,,0,0
,78.0,1015.15,,1,0
,78.5,1009.3499999999999,,1,0
,56.0,1012.05,,0,0
7.2,72.5,1018.45,5.5,0,0
,,,,1,0
,71.5,1016.95,,0,0
,52.5,,5.5,0,0
13.0,64.0,1001.45,3.0,0,0
,36.5,1015.1500000000001,,0,0
,33.0,1010.15,0.0,0,0
,40.5,1022.55,,0,0
,64.5,1017.9,,0,0
11.9,41.0,1017.5,4.0,0,0
,47.5,1013.3499999999999,,0,0
,74.0,1005.15,,1,0
,78.0,,4.5,0,0
,58.5,,0.5,0,0
5.0,74.0,1009.85,5.0,1,0
,56.0,1029.8000000000002,6.0,1,0
,45.5,1017.25,2.0,0,0
,70.5,,,0,0
,56.5,1022.8,7.0,1,0
10.0,58.0,1016.2,6.5,0,0
,41.0,1021.9000000000001,,0,0
,65.0,1011.1,4.5,1,0
,33.0,1024.2,0.0,0,0
,57.0,,4.5,0,0
,79.0,1025.9,,1,0
,54.0,1022.45,,0,0
,48.5,1021.1500000000001,,0,0
,49.5,1023.7,,0,0
,,,0.0,0,0
,64.0,1017.8,,0,0
,70.0,1015.75,,0,0
,90.0,1016.0999999999999,5.5,1,1
8.2,63.0,1012.4000000000001,5.0,1,0
,96.0,,8.0,1,1
12.5,35.5,1010.55,2.5,0,0
12.8,38.5,1012.4,0.5,0,0
,77.5,1031.3000000000002,,0,0
5.3,74.5,1011.95,6.0,1,1
,51.0,,2.5,1,0
,69.5,1006.3,,0,0
0.5,64.5,1023.7,7.0,1,0
5.2,38.5,1014.6500000000001,6.5,0,0
,48.5,1008.55,7.5,0,0
,16.5,1015.1500000000001,,0,0
,59.0,1014.65,4.5,1,0
,95.0,1021.4,8.0,0,1
3.9,64.5,1014.0,7.0,0,0
,62.5,1011.45,4.0,0,0
12.0,44.5,1027.6,1.0,0,0
,41.0,1022.65,,0,0
,,,,0,0
,60.0,1024.6999999999998,,0,0
,57.5,1007.5,,0,0
,96.5,,8.0,1,1
,,,,0,0
6.8,71.5,1009.25,6.5,0,1
,65.5,1027.4499999999998,,0,0
,44.0,,0.5,0,0
,56.5,1020.55,,1,0
,77.0,1015.05,7.5,1,1
,64.0,1019.25,8.0,0,0
,75.0,1022.5999999999999,,0,0
,36.0,1007.2,1.0,0,0
,54.5,1016.6,,0,0
,55.0,1012.9,,0,0
,68.5,1016.4,,0,0
,35.0,1008.05,,0,0
10.9,70.0,1015.3,3.5,0,0
,40.0,1010.2,,0,0
,57.0,1003.0,7.0,0,0
10.3,48.0,1016.4,4.0,0,0
,37.5,1011.75,7.5,1,0
,79.5,1011.95,7.0,1,1
,,,,0,0
,64.5,1025.0,,0,0
,70.5,1014.6,,0,0
,28.0,1016.8,3.5,0,0
11.4,66.0,1006.25,2.0,0,0
,55.5,1015.95,,0,0
,60.5,,5.0,0,0
,62.0,,3.5,0,0
,92.0,1013.8,,0,1
,96.0,,7.0,1,1
,59.0,1010.3,,0,0
,61.5,1011.75,8.0,0,0
,48.0,1013.05,5.0,0,0
,36.5,1016.35,,0,0
0.2,95.5,1026.0,8.0,1,1
13.0,62.0,1017.45,1.0,0,0
9.7,64.5,1020.55,1.0,0,0
10.7,38.5,1007.05,1.0,0,0
5.2,68.0,1003.1,7.0,0,0
,33.5,1010.6,,0,0
7.0,61.0,1019.05,4.0,1,0
,62.0,1017.3,1.5,0,0
0.5,77.0,1018.75,7.0,0,1
,59.5,1011.75,,0,0
,39.5,,0.0,0,0
,54.0,1017.05,,0,0
,100.0,1010.6500000000001,,1,1
,63.5,1018.5999999999999,,0,0
8.3,71.0,1024.9,4.0,0,0
,77.5,1027.6,,0,0
1.1,93.5,1013.1500000000001,7.5,1,1
,83.5,1017.95,,0,0
10.8,38.5,1019.3499999999999,0.5,0,0
,59.0,1019.05,,0,0
,37.0,1007.5,5.0,0,0
,,,,0,0
,49.5,1021.05,,0,0
,79.0,1016.1,,0,0
,43.0,1011.5999999999999,,0,0
,62.0,1009.5,6.5,0,0
8.5,59.0,1010.8,6.5,0,0
,,,,0,0
,94.0,1014.5,,1,1
,,,,1,0
8.3,70.5,1014.9,3.5,0,0
,59.0,1024.65,,0,0
,,999.2,,1,0
8.8,49.0,997.05,2.5,1,0
7.4,48.5,1024.1,5.0,0,0
,55.0,1024.15,1.0,0,0
,36.5,1018.3499999999999,4.0,0,0
,76.0,1021.9000000000001,,1,0
,65.0,1021.85,,0,0
,71.5,1018.7,,0,0
,61.0,1018.5,,0,0
,65.5,1009.75,,0,0
,20.0,1005.7,,0,0
3.8,82.5,1010.7,7.0,1,1
11.4,63.0,1013.1500000000001,1.5,0,0
8.1,64.5,1014.55,5.5,0,0
,53.5,1023.4000000000001,,0,0
4.5,68.5,1021.3,6.5,0,0
,71.0,,,0,0
,29.0,1020.75,,0,0
,38.5,1021.4000000000001,1.0,0,0
,24.0,1016.95,1.0,0,0
11.8,32.0,1014.3499999999999,0.0,0,0
